Area_Name,Year,Cases_Property_Stolen,Victims_Total,Total_Cases_for_Trial,Unnamed: 3
Chandigarh,2008,37,11,52,
Chandigarh,2008,37,11,316,
Chandigarh,2008,37,11,0,
Chandigarh,2008,37,11,0,49.0
Chandigarh,2008,37,11,0,0.0
Chandigarh,2008,37,11,0,1.0
Chandigarh,2008,37,11,0,0.0
Chandigarh,2008,37,17,76,
Chandigarh,2008,37,17,83,
Chandigarh,2008,37,17,11,
Chandigarh,2008,37,17,91,
Chandigarh,2008,37,17,52,
Chandigarh,2008,37,17,316,
Chandigarh,2008,37,17,0,
Chandigarh,2008,37,17,0,49.0
Chandigarh,2008,37,17,0,0.0
Chandigarh,2008,37,17,0,1.0
Chandigarh,2008,37,17,0,0.0
Chhattisgarh,2008,146,363,4349,
Chhattisgarh,2008,146,363,896,
Chhattisgarh,2008,146,363,401,
Chhattisgarh,2008,146,363,8698,
Chhattisgarh,2008,146,363,509,
Chhattisgarh,2008,146,363,4556,
Chhattisgarh,2008,146,363,0,
Chhattisgarh,2008,146,363,0,43.0
Chhattisgarh,2008,146,363,0,0.0
Chhattisgarh,2008,146,363,0,0.0
Chhattisgarh,2008,146,363,0,1.0
Chhattisgarh,2008,146,806,4349,
Chhattisgarh,2008,146,806,896,
Chhattisgarh,2008,146,806,401,
Chhattisgarh,2008,146,806,8698,
Chhattisgarh,2008,146,806,509,
Chhattisgarh,2008,146,806,4556,
Chhattisgarh,2008,146,806,0,
Chhattisgarh,2008,146,806,0,43.0
Chhattisgarh,2008,146,806,0,0.0
Chhattisgarh,2008,146,806,0,0.0
Chhattisgarh,2008,146,806,0,1.0
Chhattisgarh,2008,146,1169,4349,
Chhattisgarh,2008,146,1169,896,
Chhattisgarh,2008,146,1169,401,
Chhattisgarh,2008,146,1169,8698,
Chhattisgarh,2008,146,1169,509,
Chhattisgarh,2008,146,1169,4556,
Chhattisgarh,2008,146,1169,0,
Chhattisgarh,2008,146,1169,0,43.0
Chhattisgarh,2008,146,1169,0,0.0
Chhattisgarh,2008,146,1169,0,0.0
Chhattisgarh,2008,146,1169,0,1.0
Dadra & Nagar Haveli,2008,10,4,16,
Dadra & Nagar Haveli,2008,10,4,22,
Dadra & Nagar Haveli,2008,10,4,1,
Dadra & Nagar Haveli,2008,10,4,16,
Dadra & Nagar Haveli,2008,10,4,2,
Dadra & Nagar Haveli,2008,10,4,25,
Dadra & Nagar Haveli,2008,10,4,0,
Dadra & Nagar Haveli,2008,10,4,0,6.0
Dadra & Nagar Haveli,2008,10,4,0,0.0
Dadra & Nagar Haveli,2008,10,4,0,0.0
Dadra & Nagar Haveli,2008,10,4,0,0.0
Dadra & Nagar Haveli,2008,10,5,16,
Dadra & Nagar Haveli,2008,10,5,22,
Dadra & Nagar Haveli,2008,10,5,1,
Dadra & Nagar Haveli,2008,10,5,16,
Dadra & Nagar Haveli,2008,10,5,2,
Dadra & Nagar Haveli,2008,10,5,25,
Dadra & Nagar Haveli,2008,10,5,0,
Dadra & Nagar Haveli,2008,10,5,0,6.0
Dadra & Nagar Haveli,2008,10,5,0,0.0
Dadra & Nagar Haveli,2008,10,5,0,0.0
Dadra & Nagar Haveli,2008,10,5,0,0.0
Dadra & Nagar Haveli,2008,10,9,16,
Dadra & Nagar Haveli,2008,10,9,22,
Dadra & Nagar Haveli,2008,10,9,1,
Dadra & Nagar Haveli,2008,10,9,16,
Dadra & Nagar Haveli,2008,10,9,2,
Dadra & Nagar Haveli,2008,10,9,25,
Dadra & Nagar Haveli,2008,10,9,0,
Dadra & Nagar Haveli,2008,10,9,0,6.0
Dadra & Nagar Haveli,2008,10,9,0,0.0
Dadra & Nagar Haveli,2008,10,9,0,0.0
Dadra & Nagar Haveli,2008,10,9,0,0.0
Daman & Diu,2008,4,0,2,
Daman & Diu,2008,4,0,2,
Daman & Diu,2008,4,0,3,
Daman & Diu,2008,4,0,5,
Daman & Diu,2008,4,0,1,
Daman & Diu,2008,4,0,18,
Daman & Diu,2008,4,0,0,
Daman & Diu,2008,4,0,0,10.0
Daman & Diu,2008,4,0,0,0.0
Daman & Diu,2008,4,0,0,0.0
Daman & Diu,2008,4,0,0,0.0
Daman & Diu,2008,4,2,2,
Daman & Diu,2008,4,2,2,
Daman & Diu,2008,4,2,3,
Daman & Diu,2008,4,2,5,
Daman & Diu,2008,4,2,1,
Daman & Diu,2008,4,2,18,
Daman & Diu,2008,4,2,0,
Daman & Diu,2008,4,2,0,10.0
Daman & Diu,2008,4,2,0,0.0
Daman & Diu,2008,4,2,0,0.0
Daman & Diu,2008,4,2,0,0.0
Daman & Diu,2008,4,2,2,
Daman & Diu,2008,4,2,2,
Daman & Diu,2008,4,2,3,
Daman & Diu,2008,4,2,5,
Daman & Diu,2008,4,2,1,
Daman & Diu,2008,4,2,18,
Daman & Diu,2008,4,2,0,
Daman & Diu,2008,4,2,0,10.0
Daman & Diu,2008,4,2,0,0.0
Daman & Diu,2008,4,2,0,0.0
Daman & Diu,2008,4,2,0,0.0
Delhi,2008,355,116,1680,
Delhi,2008,355,116,1542,
Delhi,2008,355,116,820,
Delhi,2008,355,116,3707,
Delhi,2008,355,116,551,
Delhi,2008,355,116,2217,
Delhi,2008,355,116,0,
Delhi,2008,355,116,0,458.0
Delhi,2008,355,116,0,0.0
Delhi,2008,355,116,0,7.0
Delhi,2008,355,116,0,0.0
Delhi,2008,355,473,1680,
Delhi,2008,355,473,1542,
Delhi,2008,355,473,820,
Delhi,2008,355,473,3707,
Delhi,2008,355,473,551,
Delhi,2008,355,473,2217,
Delhi,2008,355,473,0,
Delhi,2008,355,473,0,458.0
Delhi,2008,355,473,0,0.0
Delhi,2008,355,473,0,7.0
Delhi,2008,355,473,0,0.0
Delhi,2008,355,589,1680,
Delhi,2008,355,589,1542,
Delhi,2008,355,589,820,
Delhi,2008,355,589,3707,
Delhi,2008,355,589,551,
Delhi,2008,355,589,2217,
Delhi,2008,355,589,0,
Delhi,2008,355,589,0,458.0
Delhi,2008,355,589,0,0.0
Delhi,2008,355,589,0,7.0
Delhi,2008,355,589,0,0.0
Goa,2008,40,20,85,
Goa,2008,40,20,39,
Goa,2008,40,20,8,
Goa,2008,40,20,82,
Goa,2008,40,20,29,
Goa,2008,40,20,63,
Goa,2008,40,20,0,
Goa,2008,40,20,0,33.0
Goa,2008,40,20,0,0.0
Goa,2008,40,20,0,0.0
Goa,2008,40,20,0,0.0
Goa,2008,40,33,85,
Goa,2008,40,33,39,
Goa,2008,40,33,8,
Goa,2008,40,33,82,
Goa,2008,40,33,29,
Goa,2008,40,33,63,
Goa,2008,40,33,0,
Goa,2008,40,33,0,33.0
Goa,2008,40,33,0,0.0
Goa,2008,40,33,0,0.0
Goa,2008,40,33,0,0.0
Goa,2008,40,53,85,
Goa,2008,40,53,39,
Goa,2008,40,53,8,
Goa,2008,40,53,82,
Goa,2008,40,53,29,
Goa,2008,40,53,63,
Goa,2008,40,53,0,
Goa,2008,40,53,0,33.0
Goa,2008,40,53,0,0.0
Goa,2008,40,53,0,0.0
Goa,2008,40,53,0,0.0
Gujarat,2008,917,340,2566,
Gujarat,2008,917,340,6520,
Gujarat,2008,917,340,520,
Gujarat,2008,917,340,7353,
Gujarat,2008,917,340,957,
Gujarat,2008,917,340,35363,
Gujarat,2008,917,340,0,
Gujarat,2008,917,340,0,532.0
Gujarat,2008,917,340,0,0.0
Gujarat,2008,917,340,0,79.0
Gujarat,2008,917,340,0,0.0
Gujarat,2008,917,805,2566,
Gujarat,2008,917,805,6520,
Gujarat,2008,917,805,520,
Gujarat,2008,917,805,7353,
Gujarat,2008,917,805,957,
Gujarat,2008,917,805,35363,
Gujarat,2008,917,805,0,
Gujarat,2008,917,805,0,532.0
Gujarat,2008,917,805,0,0.0
Gujarat,2008,917,805,0,79.0
Gujarat,2008,917,805,0,0.0
Gujarat,2008,917,1145,2566,
Gujarat,2008,917,1145,6520,
Gujarat,2008,917,1145,520,
Gujarat,2008,917,1145,7353,
Gujarat,2008,917,1145,957,
Gujarat,2008,917,1145,35363,
Gujarat,2008,917,1145,0,
Gujarat,2008,917,1145,0,532.0
Gujarat,2008,917,1145,0,0.0
Gujarat,2008,917,1145,0,79.0
Gujarat,2008,917,1145,0,0.0
Haryana,2008,763,185,1293,
Haryana,2008,763,185,1076,
Haryana,2008,763,185,746,
Haryana,2008,763,185,1951,
Haryana,2008,763,185,1330,
Haryana,2008,763,185,6810,
Haryana,2008,763,185,0,
Haryana,2008,763,185,0,400.0
Haryana,2008,763,185,0,0.0
Haryana,2008,763,185,0,0.0
Haryana,2008,763,185,0,0.0
Haryana,2008,763,785,1293,
Haryana,2008,763,785,1076,
Haryana,2008,763,785,746,
Haryana,2008,763,785,1951,
Haryana,2008,763,785,1330,
Haryana,2008,763,785,6810,
Haryana,2008,763,785,0,
Haryana,2008,763,785,0,400.0
Haryana,2008,763,785,0,0.0
Haryana,2008,763,785,0,0.0
Haryana,2008,763,785,0,0.0
Haryana,2008,763,970,1293,
Haryana,2008,763,970,1076,
Haryana,2008,763,970,746,
Haryana,2008,763,970,1951,
Haryana,2008,763,970,1330,
Haryana,2008,763,970,6810,
Haryana,2008,763,970,0,
Haryana,2008,763,970,0,400.0
Haryana,2008,763,970,0,0.0
Haryana,2008,763,970,0,0.0
Haryana,2008,763,970,0,0.0
Himachal Pradesh,2008,109,36,505,
Himachal Pradesh,2008,109,36,234,
Himachal Pradesh,2008,109,36,31,
Himachal Pradesh,2008,109,36,1308,
Himachal Pradesh,2008,109,36,120,
Himachal Pradesh,2008,109,36,1305,
Himachal Pradesh,2008,109,36,0,
Himachal Pradesh,2008,109,36,0,13.0
Himachal Pradesh,2008,109,36,0,0.0
Himachal Pradesh,2008,109,36,0,0.0
Himachal Pradesh,2008,109,36,0,0.0
Himachal Pradesh,2008,109,94,505,
Himachal Pradesh,2008,109,94,234,
Himachal Pradesh,2008,109,94,31,
Himachal Pradesh,2008,109,94,1308,
Himachal Pradesh,2008,109,94,120,
Himachal Pradesh,2008,109,94,1305,
Himachal Pradesh,2008,109,94,0,
Himachal Pradesh,2008,109,94,0,13.0
Himachal Pradesh,2008,109,94,0,0.0
Himachal Pradesh,2008,109,94,0,0.0
Himachal Pradesh,2008,109,94,0,0.0
Himachal Pradesh,2008,109,130,505,
Himachal Pradesh,2008,109,130,234,
Himachal Pradesh,2008,109,130,31,
Himachal Pradesh,2008,109,130,1308,
Himachal Pradesh,2008,109,130,120,
Himachal Pradesh,2008,109,130,1305,
Himachal Pradesh,2008,109,130,0,
Himachal Pradesh,2008,109,130,0,13.0
Himachal Pradesh,2008,109,130,0,0.0
Himachal Pradesh,2008,109,130,0,0.0
Himachal Pradesh,2008,109,130,0,0.0
Jammu & Kashmir,2008,25,30,1120,
Jammu & Kashmir,2008,25,30,3846,
Jammu & Kashmir,2008,25,30,47,
Jammu & Kashmir,2008,25,30,4228,
Jammu & Kashmir,2008,25,30,1348,
Jammu & Kashmir,2008,25,30,375,
Jammu & Kashmir,2008,25,30,0,
Jammu & Kashmir,2008,25,30,0,27.0
Jammu & Kashmir,2008,25,30,0,0.0
Jammu & Kashmir,2008,25,30,0,0.0
Jammu & Kashmir,2008,25,30,0,0.0
Jammu & Kashmir,2008,25,236,1120,
Jammu & Kashmir,2008,25,236,3846,
Jammu & Kashmir,2008,25,236,47,
Jammu & Kashmir,2008,25,236,4228,
Jammu & Kashmir,2008,25,236,1348,
Jammu & Kashmir,2008,25,236,375,
Jammu & Kashmir,2008,25,236,0,
Jammu & Kashmir,2008,25,236,0,27.0
Jammu & Kashmir,2008,25,236,0,0.0
Jammu & Kashmir,2008,25,236,0,0.0
Jammu & Kashmir,2008,25,236,0,0.0
Jammu & Kashmir,2008,25,266,1120,
Jammu & Kashmir,2008,25,266,3846,
Jammu & Kashmir,2008,25,266,47,
Jammu & Kashmir,2008,25,266,4228,
Jammu & Kashmir,2008,25,266,1348,
Jammu & Kashmir,2008,25,266,375,
Jammu & Kashmir,2008,25,266,0,
Jammu & Kashmir,2008,25,266,0,27.0
Jammu & Kashmir,2008,25,266,0,0.0
Jammu & Kashmir,2008,25,266,0,0.0
Jammu & Kashmir,2008,25,266,0,0.0
Jharkhand,2008,155,266,2325,
Jharkhand,2008,155,266,1133,
Jharkhand,2008,155,266,644,
Jharkhand,2008,155,266,1155,
Jharkhand,2008,155,266,22,
Jharkhand,2008,155,266,1711,
Jharkhand,2008,155,266,32,
Jharkhand,2008,155,266,0,44.0
Jharkhand,2008,155,266,0,32.0
Jharkhand,2008,155,266,0,0.0
Jharkhand,2008,155,266,0,0.0
Jharkhand,2008,155,1431,2325,
Jharkhand,2008,155,1431,1133,
Jharkhand,2008,155,1431,644,
Jharkhand,2008,155,1431,1155,
Jharkhand,2008,155,1431,22,
Jharkhand,2008,155,1431,1711,
Jharkhand,2008,155,1431,32,
Jharkhand,2008,155,1431,0,44.0
Jharkhand,2008,155,1431,0,32.0
Jharkhand,2008,155,1431,0,0.0
Jharkhand,2008,155,1431,0,0.0
Jharkhand,2008,155,1697,2325,
Jharkhand,2008,155,1697,1133,
Jharkhand,2008,155,1697,644,
Jharkhand,2008,155,1697,1155,
Jharkhand,2008,155,1697,22,
Jharkhand,2008,155,1697,1711,
Jharkhand,2008,155,1697,32,
Jharkhand,2008,155,1697,0,44.0
Jharkhand,2008,155,1697,0,32.0
Jharkhand,2008,155,1697,0,0.0
Jharkhand,2008,155,1697,0,0.0
Karnataka,2008,360,624,1461,
Karnataka,2008,360,624,963,
Karnataka,2008,360,624,745,
Karnataka,2008,360,624,5478,
Karnataka,2008,360,624,101,
Karnataka,2008,360,624,6674,
Karnataka,2008,360,624,0,
Karnataka,2008,360,624,0,1700.0
Karnataka,2008,360,624,0,0.0
Karnataka,2008,360,624,0,0.0
Karnataka,2008,360,624,0,0.0
Karnataka,2008,360,1176,1461,
Karnataka,2008,360,1176,963,
Karnataka,2008,360,1176,745,
Karnataka,2008,360,1176,5478,
Karnataka,2008,360,1176,101,
Karnataka,2008,360,1176,6674,
Karnataka,2008,360,1176,0,
Karnataka,2008,360,1176,0,1700.0
Karnataka,2008,360,1176,0,0.0
Karnataka,2008,360,1176,0,0.0
Karnataka,2008,360,1176,0,0.0
Karnataka,2008,360,1800,1461,
Karnataka,2008,360,1800,963,
Karnataka,2008,360,1800,745,
Karnataka,2008,360,1800,5478,
Karnataka,2008,360,1800,101,
Karnataka,2008,360,1800,6674,
Karnataka,2008,360,1800,0,
Karnataka,2008,360,1800,0,1700.0
Karnataka,2008,360,1800,0,0.0
Karnataka,2008,360,1800,0,0.0
Karnataka,2008,360,1800,0,0.0
Kerala,2008,319,128,3435,
Kerala,2008,319,128,766,
Kerala,2008,319,128,162,
Kerala,2008,319,128,10641,
Kerala,2008,319,128,798,
Kerala,2008,319,128,15728,
Kerala,2008,319,128,0,
Kerala,2008,319,128,0,914.0
Kerala,2008,319,128,0,0.0
Kerala,2008,319,128,0,160.0
Kerala,2008,319,128,0,0.0
Kerala,2008,319,251,3435,
Kerala,2008,319,251,766,
Kerala,2008,319,251,162,
Kerala,2008,319,251,10641,
Kerala,2008,319,251,798,
Kerala,2008,319,251,15728,
Kerala,2008,319,251,0,
Kerala,2008,319,251,0,914.0
Kerala,2008,319,251,0,0.0
Kerala,2008,319,251,0,160.0
Kerala,2008,319,251,0,0.0
Kerala,2008,319,379,3435,
Kerala,2008,319,379,766,
Kerala,2008,319,379,162,
Kerala,2008,319,379,10641,
Kerala,2008,319,379,798,
Kerala,2008,319,379,15728,
Kerala,2008,319,379,0,
Kerala,2008,319,379,0,914.0
Kerala,2008,319,379,0,0.0
Kerala,2008,319,379,0,160.0
Kerala,2008,319,379,0,0.0
Lakshadweep,2008,0,1,3,
Lakshadweep,2008,0,1,0,
Lakshadweep,2008,0,1,0,
Lakshadweep,2008,0,1,2,
Lakshadweep,2008,0,1,0,
Lakshadweep,2008,0,1,1,
Lakshadweep,2008,0,1,0,
Lakshadweep,2008,0,1,0,0.0
Lakshadweep,2008,0,1,0,0.0
Lakshadweep,2008,0,1,0,0.0
Lakshadweep,2008,0,1,0,0.0
Lakshadweep,2008,0,1,3,
Lakshadweep,2008,0,1,0,
Lakshadweep,2008,0,1,0,
Lakshadweep,2008,0,1,2,
Lakshadweep,2008,0,1,0,
Lakshadweep,2008,0,1,1,
Lakshadweep,2008,0,1,0,
Lakshadweep,2008,0,1,0,0.0
Lakshadweep,2008,0,1,0,0.0
Lakshadweep,2008,0,1,0,0.0
Lakshadweep,2008,0,1,0,0.0
Madhya Pradesh,2008,450,516,9875,
Madhya Pradesh,2008,450,516,2656,
Madhya Pradesh,2008,450,516,2458,
Madhya Pradesh,2008,450,516,32145,
Madhya Pradesh,2008,450,516,2448,
Madhya Pradesh,2008,450,516,14606,
Madhya Pradesh,2008,450,516,2,
Madhya Pradesh,2008,450,516,0,101.0
Madhya Pradesh,2008,450,516,0,2.0
Madhya Pradesh,2008,450,516,0,1.0
Madhya Pradesh,2008,450,516,0,0.0
Madhya Pradesh,2008,450,1835,9875,
Madhya Pradesh,2008,450,1835,2656,
Madhya Pradesh,2008,450,1835,2458,
Madhya Pradesh,2008,450,1835,32145,
Madhya Pradesh,2008,450,1835,2448,
Madhya Pradesh,2008,450,1835,14606,
Madhya Pradesh,2008,450,1835,2,
Madhya Pradesh,2008,450,1835,0,101.0
Madhya Pradesh,2008,450,1835,0,2.0
Madhya Pradesh,2008,450,1835,0,1.0
Madhya Pradesh,2008,450,1835,0,0.0
Madhya Pradesh,2008,450,2351,9875,
Madhya Pradesh,2008,450,2351,2656,
Madhya Pradesh,2008,450,2351,2458,
Madhya Pradesh,2008,450,2351,32145,
Madhya Pradesh,2008,450,2351,2448,
Madhya Pradesh,2008,450,2351,14606,
Madhya Pradesh,2008,450,2351,2,
Madhya Pradesh,2008,450,2351,0,101.0
Madhya Pradesh,2008,450,2351,0,2.0
Madhya Pradesh,2008,450,2351,0,1.0
Madhya Pradesh,2008,450,2351,0,0.0
Maharashtra,2008,1761,1049,12441,
Maharashtra,2008,1761,1049,6380,
Maharashtra,2008,1761,1049,3626,
Maharashtra,2008,1761,1049,27204,
Maharashtra,2008,1761,1049,8435,
Maharashtra,2008,1761,1049,53829,
Maharashtra,2008,1761,1049,0,
Maharashtra,2008,1761,1049,0,3117.0
Maharashtra,2008,1761,1049,0,0.0
Maharashtra,2008,1761,1049,0,69.0
Maharashtra,2008,1761,1049,0,0.0
Maharashtra,2008,1761,1927,12441,
Maharashtra,2008,1761,1927,6380,
Maharashtra,2008,1761,1927,3626,
Maharashtra,2008,1761,1927,27204,
Maharashtra,2008,1761,1927,8435,
Maharashtra,2008,1761,1927,53829,
Maharashtra,2008,1761,1927,0,
Maharashtra,2008,1761,1927,0,3117.0
Maharashtra,2008,1761,1927,0,0.0
Maharashtra,2008,1761,1927,0,69.0
Maharashtra,2008,1761,1927,0,0.0
Maharashtra,2008,1761,2976,12441,
Maharashtra,2008,1761,2976,6380,
Maharashtra,2008,1761,2976,3626,
Maharashtra,2008,1761,2976,27204,
Maharashtra,2008,1761,2976,8435,
Maharashtra,2008,1761,2976,53829,
Maharashtra,2008,1761,2976,0,
Maharashtra,2008,1761,2976,0,3117.0
Maharashtra,2008,1761,2976,0,0.0
Maharashtra,2008,1761,2976,0,69.0
Maharashtra,2008,1761,2976,0,0.0
Manipur,2008,24,19,57,
Manipur,2008,24,19,22,
Manipur,2008,24,19,0,
Manipur,2008,24,19,7,
Manipur,2008,24,19,0,
Manipur,2008,24,19,4,
Manipur,2008,24,19,0,
Manipur,2008,24,19,0,0.0
Manipur,2008,24,19,0,0.0
Manipur,2008,24,19,0,0.0
Manipur,2008,24,19,0,0.0
Manipur,2008,24,249,57,
Manipur,2008,24,249,22,
Manipur,2008,24,249,0,
Manipur,2008,24,249,7,
Manipur,2008,24,249,0,
Manipur,2008,24,249,4,
Manipur,2008,24,249,0,
Manipur,2008,24,249,0,0.0
Manipur,2008,24,249,0,0.0
Manipur,2008,24,249,0,0.0
Manipur,2008,24,249,0,0.0
Manipur,2008,24,268,57,
Manipur,2008,24,268,22,
Manipur,2008,24,268,0,
Manipur,2008,24,268,7,
Manipur,2008,24,268,0,
Manipur,2008,24,268,4,
Manipur,2008,24,268,0,
Manipur,2008,24,268,0,0.0
Manipur,2008,24,268,0,0.0
Manipur,2008,24,268,0,0.0
Manipur,2008,24,268,0,0.0
Meghalaya,2008,28,15,396,
Meghalaya,2008,28,15,94,
Meghalaya,2008,28,15,5,
Meghalaya,2008,28,15,173,
Meghalaya,2008,28,15,3,
Meghalaya,2008,28,15,21,
Meghalaya,2008,28,15,0,
Meghalaya,2008,28,15,0,2.0
Meghalaya,2008,28,15,0,0.0
Meghalaya,2008,28,15,0,0.0
Meghalaya,2008,28,15,0,0.0
Meghalaya,2008,28,111,396,
Meghalaya,2008,28,111,94,
Meghalaya,2008,28,111,5,
Meghalaya,2008,28,111,173,
Meghalaya,2008,28,111,3,
Meghalaya,2008,28,111,21,
Meghalaya,2008,28,111,0,
Meghalaya,2008,28,111,0,2.0
Meghalaya,2008,28,111,0,0.0
Meghalaya,2008,28,111,0,0.0
Meghalaya,2008,28,111,0,0.0
Meghalaya,2008,28,126,396,
Meghalaya,2008,28,126,94,
Meghalaya,2008,28,126,5,
Meghalaya,2008,28,126,173,
Meghalaya,2008,28,126,3,
Meghalaya,2008,28,126,21,
Meghalaya,2008,28,126,0,
Meghalaya,2008,28,126,0,2.0
Meghalaya,2008,28,126,0,0.0
Meghalaya,2008,28,126,0,0.0
Meghalaya,2008,28,126,0,0.0
Mizoram,2008,28,2,162,
Mizoram,2008,28,2,1,
Mizoram,2008,28,2,0,
Mizoram,2008,28,2,89,
Mizoram,2008,28,2,0,
Mizoram,2008,28,2,7,
Mizoram,2008,28,2,0,
Mizoram,2008,28,2,0,1.0
Mizoram,2008,28,2,0,0.0
Mizoram,2008,28,2,0,0.0
Mizoram,2008,28,2,0,0.0
Mizoram,2008,28,33,162,
Mizoram,2008,28,33,1,
Mizoram,2008,28,33,0,
Mizoram,2008,28,33,89,
Mizoram,2008,28,33,0,
Mizoram,2008,28,33,7,
Mizoram,2008,28,33,0,
Mizoram,2008,28,33,0,1.0
Mizoram,2008,28,33,0,0.0
Mizoram,2008,28,33,0,0.0
Mizoram,2008,28,33,0,0.0
Mizoram,2008,28,35,162,
Mizoram,2008,28,35,1,
Mizoram,2008,28,35,0,
Mizoram,2008,28,35,89,
Mizoram,2008,28,35,0,
Mizoram,2008,28,35,7,
Mizoram,2008,28,35,0,
Mizoram,2008,28,35,0,1.0
Mizoram,2008,28,35,0,0.0
Mizoram,2008,28,35,0,0.0
Mizoram,2008,28,35,0,0.0
Nagaland,2008,16,6,38,
Nagaland,2008,16,6,10,
Nagaland,2008,16,6,0,
Nagaland,2008,16,6,14,
Nagaland,2008,16,6,1,
Nagaland,2008,16,6,5,
Nagaland,2008,16,6,0,
Nagaland,2008,16,6,0,3.0
Nagaland,2008,16,6,0,0.0
Nagaland,2008,16,6,0,0.0
Nagaland,2008,16,6,0,0.0
Nagaland,2008,16,141,38,
Nagaland,2008,16,141,10,
Nagaland,2008,16,141,0,
Nagaland,2008,16,141,14,
Nagaland,2008,16,141,1,
Nagaland,2008,16,141,5,
Nagaland,2008,16,141,0,
Nagaland,2008,16,141,0,3.0
Nagaland,2008,16,141,0,0.0
Nagaland,2008,16,141,0,0.0
Nagaland,2008,16,141,0,0.0
Nagaland,2008,16,147,38,
Nagaland,2008,16,147,10,
Nagaland,2008,16,147,0,
Nagaland,2008,16,147,14,
Nagaland,2008,16,147,1,
Nagaland,2008,16,147,5,
Nagaland,2008,16,147,0,
Nagaland,2008,16,147,0,3.0
Nagaland,2008,16,147,0,0.0
Nagaland,2008,16,147,0,0.0
Nagaland,2008,16,147,0,0.0
Odisha,2008,278,545,4163,
Odisha,2008,278,545,2267,
Odisha,2008,278,545,1605,
Odisha,2008,278,545,14169,
Odisha,2008,278,545,1144,
Odisha,2008,278,545,6758,
Odisha,2008,278,545,12,
Odisha,2008,278,545,0,153.0
Odisha,2008,278,545,0,12.0
Odisha,2008,278,545,0,2.0
Odisha,2008,278,545,0,0.0
Odisha,2008,278,705,4163,
Odisha,2008,278,705,2267,
Odisha,2008,278,705,1605,
Odisha,2008,278,705,14169,
Odisha,2008,278,705,1144,
Odisha,2008,278,705,6758,
Odisha,2008,278,705,12,
Odisha,2008,278,705,0,153.0
Odisha,2008,278,705,0,12.0
Odisha,2008,278,705,0,2.0
Odisha,2008,278,705,0,0.0
Odisha,2008,278,1250,4163,
Odisha,2008,278,1250,2267,
Odisha,2008,278,1250,1605,
Odisha,2008,278,1250,14169,
Odisha,2008,278,1250,1144,
Odisha,2008,278,1250,6758,
Odisha,2008,278,1250,12,
Odisha,2008,278,1250,0,153.0
Odisha,2008,278,1250,0,12.0
Odisha,2008,278,1250,0,2.0
Odisha,2008,278,1250,0,0.0
Puducherry,2008,13,8,32,
Puducherry,2008,13,8,26,
Puducherry,2008,13,8,12,
Puducherry,2008,13,8,237,
Puducherry,2008,13,8,94,
Puducherry,2008,13,8,36,
Puducherry,2008,13,8,0,
Puducherry,2008,13,8,0,7.0
Puducherry,2008,13,8,0,0.0
Puducherry,2008,13,8,0,0.0
Puducherry,2008,13,8,0,0.0
Puducherry,2008,13,27,32,
Puducherry,2008,13,27,26,
Puducherry,2008,13,27,12,
Puducherry,2008,13,27,237,
Puducherry,2008,13,27,94,
Puducherry,2008,13,27,36,
Puducherry,2008,13,27,0,
Puducherry,2008,13,27,0,7.0
Puducherry,2008,13,27,0,0.0
Puducherry,2008,13,27,0,0.0
Puducherry,2008,13,27,0,0.0
Puducherry,2008,13,35,32,
Puducherry,2008,13,35,26,
Puducherry,2008,13,35,12,
Puducherry,2008,13,35,237,
Puducherry,2008,13,35,94,
Puducherry,2008,13,35,36,
Puducherry,2008,13,35,0,
Puducherry,2008,13,35,0,7.0
Puducherry,2008,13,35,0,0.0
Puducherry,2008,13,35,0,0.0
Puducherry,2008,13,35,0,0.0
Punjab,2008,236,219,964,
Punjab,2008,236,219,1056,
Punjab,2008,236,219,440,
Punjab,2008,236,219,1039,
Punjab,2008,236,219,90,
Punjab,2008,236,219,3391,
Punjab,2008,236,219,0,
Punjab,2008,236,219,0,196.0
Punjab,2008,236,219,0,0.0
Punjab,2008,236,219,0,4.0
Punjab,2008,236,219,0,0.0
Punjab,2008,236,596,964,
Punjab,2008,236,596,1056,
Punjab,2008,236,596,440,
Punjab,2008,236,596,1039,
Punjab,2008,236,596,90,
Punjab,2008,236,596,3391,
Punjab,2008,236,596,0,
Punjab,2008,236,596,0,196.0
Punjab,2008,236,596,0,0.0
Punjab,2008,236,596,0,4.0
Punjab,2008,236,596,0,0.0
Punjab,2008,236,815,964,
Punjab,2008,236,815,1056,
Punjab,2008,236,815,440,
Punjab,2008,236,815,1039,
Punjab,2008,236,815,90,
Punjab,2008,236,815,3391,
Punjab,2008,236,815,0,
Punjab,2008,236,815,0,196.0
Punjab,2008,236,815,0,0.0
Punjab,2008,236,815,0,4.0
Punjab,2008,236,815,0,0.0
Rajasthan,2008,255,287,2860,
Rajasthan,2008,255,287,4153,
Rajasthan,2008,255,287,1760,
Rajasthan,2008,255,287,10045,
Rajasthan,2008,255,287,113,
Rajasthan,2008,255,287,21773,
Rajasthan,2008,255,287,2,
Rajasthan,2008,255,287,0,628.0
Rajasthan,2008,255,287,0,2.0
Rajasthan,2008,255,287,0,539.0
Rajasthan,2008,255,287,0,1.0
Rajasthan,2008,255,1033,2860,
Rajasthan,2008,255,1033,4153,
Rajasthan,2008,255,1033,1760,
Rajasthan,2008,255,1033,10045,
Rajasthan,2008,255,1033,113,
Rajasthan,2008,255,1033,21773,
